country,iso3,region,HealthExpPC.Govt.exch,HealthExpPC.Tot.ppp,HealthExpPC.Govt.ppp,HealthExpPC.Tot.exch,total,govt,private,sex,lifeexp.Birth,lifeexp.At60,smoking.tobacco.current,smoking.tobacco.daily,smoking.cig.current,smoking.cig.daily,Pop.Total,Pop.MedAge,Pop.pCntUnder15,Pop.pCntOver60,Pop.pCntAnnGrowth,consumption.cigPC,hiv_prev15_49
Gambia,GMB,AFR,14.82,93.72,50.65,27.41,93.72,50.65,43.07,MLE,57,13,31,28,25,21,1791,16.95,45.9,3.72,-3.2,85,1.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Gambia,GMB,AFR,14.82,93.72,50.65,27.41,93.72,50.65,43.07,BTSX,58,13,17,15,13,11,1791,16.95,45.9,3.72,-3.2,85,1.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Gambia,GMB,AFR,14.82,93.72,50.65,27.41,93.72,50.65,43.07,FMLE,60,14,3,2,0,0,1791,16.95,45.9,3.72,-3.2,85,1.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,AFR,9.97,73.93,19.84,37.18,73.93,19.84,54.09,FMLE,52,16,NA,NA,NA,NA,1664,18.97,41.55,5.06,-2.4,97,2.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,AFR,9.97,73.93,19.84,37.18,73.93,19.84,54.09,BTSX,50,15,NA,NA,NA,NA,1664,18.97,41.55,5.06,-2.4,97,2.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,AFR,9.97,73.93,19.84,37.18,73.93,19.84,54.09,MLE,48,14,NA,NA,NA,NA,1664,18.97,41.55,5.06,-2.4,97,2.5
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,AFR,818.85,1642.71,1088.17,1236.15,1642.71,1088.17,554.54,BTSX,54,15,NA,NA,NA,NA,736,20.49,38.95,4.53,-2.8,391,4.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,AFR,818.85,1642.71,1088.17,1236.15,1642.71,1088.17,554.54,FMLE,55,16,NA,NA,NA,NA,736,20.49,38.95,4.53,-2.8,391,4.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,AFR,818.85,1642.71,1088.17,1236.15,1642.71,1088.17,554.54,MLE,53,15,NA,NA,NA,NA,736,20.49,38.95,4.53,-2.8,391,4.7
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,EUR,1752.72,2918.03,1785.66,2864.2,2918.03,1785.66,1132.37,MLE,78,22,63,60,63,60,11125,42.47,14.6,25.41,-0.1,2795,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,EUR,1752.72,2918.03,1785.66,2864.2,2918.03,1785.66,1132.37,BTSX,81,24,52,49,52,49,11125,42.47,14.6,25.41,-0.1,2795,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,EUR,1752.72,2918.03,1785.66,2864.2,2918.03,1785.66,1132.37,FMLE,84,26,41,38,41,38,11125,42.47,14.6,25.41,-0.1,2795,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,AMR,231.81,687.92,333.12,478.7,687.92,333.12,354.8,BTSX,74,21,NA,NA,NA,NA,105,25.89,26.96,9.72,0,229,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,AMR,231.81,687.92,333.12,478.7,687.92,333.12,354.8,MLE,71,19,NA,NA,NA,NA,105,25.89,26.96,9.72,0,229,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,AMR,231.81,687.92,333.12,478.7,687.92,333.12,354.8,FMLE,77,22,NA,NA,NA,NA,105,25.89,26.96,9.72,0,229,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,AMR,75.86,333.98,118.43,213.94,333.98,118.43,215.55,BTSX,69,20,13,4,13,4,15083,19.19,40.8,6.56,-2.5,235,0.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,AMR,75.86,333.98,118.43,213.94,333.98,118.43,215.55,FMLE,73,21,4,0,4,0,15083,19.19,40.8,6.56,-2.5,235,0.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,AMR,75.86,333.98,118.43,213.94,333.98,118.43,215.55,MLE,66,20,22,7,22,7,15083,19.19,40.8,6.56,-2.5,235,0.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,AMR,158.07,230.38,182.27,199.79,230.38,182.27,48.11,MLE,60,13,27,17,26,16,795,22.36,36.77,5.18,-0.5,49,1.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,AMR,158.07,230.38,182.27,199.79,230.38,182.27,48.11,BTSX,63,15,16,9,16,9,795,22.36,36.77,5.18,-0.5,49,1.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,AMR,158.07,230.38,182.27,199.79,230.38,182.27,48.11,FMLE,67,17,6,2,5,2,795,22.36,36.77,5.18,-0.5,49,1.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,AMR,92.82,350.65,168.77,192.86,350.65,168.77,181.88,MLE,72,20,NA,NA,NA,NA,7936,21.57,35.72,6.41,-2,217,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,AMR,92.82,350.65,168.77,192.86,350.65,168.77,181.88,BTSX,74,21,NA,NA,NA,NA,7936,21.57,35.72,6.41,-2,217,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,AMR,92.82,350.65,168.77,192.86,350.65,168.77,181.88,FMLE,76,22,3,0,3,0,7936,21.57,35.72,6.41,-2,217,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,964.22,1573.27,1333.1,1137.94,1573.27,1333.1,240.17,FMLE,80,23,30,26,30,26,4307,42.38,14.98,24.69,0.4,1621,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,964.22,1573.27,1333.1,1137.94,1573.27,1333.1,240.17,BTSX,77,21,33,29,33,29,4307,42.38,14.98,24.69,0.4,1621,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,964.22,1573.27,1333.1,1137.94,1573.27,1333.1,240.17,MLE,74,19,36,33,36,33,4307,42.38,14.98,24.69,0.4,1621,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,AMR,25.2,93.72,40.96,57.66,93.72,40.96,52.76,FMLE,64,17,NA,NA,NA,NA,10174,21.99,35.35,6.7,-1.4,100,1.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,AMR,25.2,93.72,40.96,57.66,93.72,40.96,52.76,BTSX,63,16,NA,NA,NA,NA,10174,21.99,35.35,6.7,-1.4,100,1.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Haiti,HTI,AMR,25.2,93.72,40.96,57.66,93.72,40.96,52.76,MLE,61,16,NA,NA,NA,NA,10174,21.99,35.35,6.7,-1.4,100,1.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,EUR,702.57,1669.26,1081.09,1084.8,1669.26,1081.09,588.17,BTSX,75,20,38,32,38,32,9976,40.35,14.62,23.41,0.2,1518,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,EUR,702.57,1669.26,1081.09,1084.8,1669.26,1081.09,588.17,MLE,71,17,43,36,43,36,9976,40.35,14.62,23.41,0.2,1518,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,EUR,702.57,1669.26,1081.09,1084.8,1669.26,1081.09,588.17,FMLE,79,22,33,28,33,28,9976,40.35,14.62,23.41,0.2,1518,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,SEAR,32.43,126.89,43.32,94.99,126.89,43.32,83.57,MLE,68,17,61,54,57,49,247000,27.47,29.27,7.86,-1.2,1085,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,SEAR,32.43,126.89,43.32,94.99,126.89,43.32,83.57,BTSX,69,18,33,29,30,26,247000,27.47,29.27,7.86,-1.2,1085,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,SEAR,32.43,126.89,43.32,94.99,126.89,43.32,83.57,FMLE,71,19,5,4,4,3,247000,27.47,29.27,7.86,-1.2,1085,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
India,IND,SEAR,18.32,141.12,43.75,59.1,141.12,43.75,97.37,FMLE,67,18,4,3,1,0,1240000,26.07,29.43,8.1,-1.6,96,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
India,IND,SEAR,18.32,141.12,43.75,59.1,141.12,43.75,97.37,MLE,64,16,26,20,11,7,1240000,26.07,29.43,8.1,-1.6,96,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
India,IND,SEAR,18.32,141.12,43.75,59.1,141.12,43.75,97.37,BTSX,65,17,15,12,6,4,1240000,26.07,29.43,8.1,-1.6,96,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,3198.75,3893.53,2741.81,4542.4,3893.53,2741.81,1151.72,MLE,79,22,NA,NA,31,23,4576,34.94,21.54,16.59,-1.2,1006,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,3198.75,3893.53,2741.81,4542.4,3893.53,2741.81,1151.72,FMLE,83,25,NA,NA,26,19,4576,34.94,21.54,16.59,-1.2,1006,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,3198.75,3893.53,2741.81,4542.4,3893.53,2741.81,1151.72,BTSX,81,24,NA,NA,28,21,4576,34.94,21.54,16.59,-1.2,1006,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Iran,IRN,EMR,137.6,929.16,369.18,346.31,929.16,369.18,559.98,FMLE,75,20,2,1,0,0,76424,27.99,23.68,7.82,-1.3,657,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Iran,IRN,EMR,137.6,929.16,369.18,346.31,929.16,369.18,559.98,BTSX,73,20,14,11,11,8,76424,27.99,23.68,7.82,-1.3,657,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Iran,IRN,EMR,137.6,929.16,369.18,346.31,929.16,369.18,559.98,MLE,72,19,26,21,21,16,76424,27.99,23.68,7.82,-1.3,657,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,EMR,267.54,368.52,297.34,331.59,368.52,297.34,71.18,MLE,65,15,31,27,26,21,32778,19.5,40.51,4.95,-2.9,864,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,EMR,267.54,368.52,297.34,331.59,368.52,297.34,71.18,FMLE,72,20,4,4,3,3,32778,19.5,40.51,4.95,-2.9,864,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,EMR,267.54,368.52,297.34,331.59,368.52,297.34,71.18,BTSX,69,18,18,15,14,12,32778,19.5,40.51,4.95,-2.9,864,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,EUR,3203.92,3263.64,2623.37,3985.88,3263.64,2623.37,640.27,FMLE,84,26,21,14,21,14,326,35.3,20.71,17.62,-1.2,477,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,EUR,3203.92,3263.64,2623.37,3985.88,3263.64,2623.37,640.27,MLE,81,23,27,19,27,19,326,35.3,20.71,17.62,-1.2,477,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,EUR,3203.92,3263.64,2623.37,3985.88,3263.64,2623.37,640.27,BTSX,82,24,24,17,24,17,326,35.3,20.71,17.62,-1.2,477,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,EUR,1492.2,2171.89,1335.83,2426.14,2171.89,1335.83,836.06,MLE,80,23,29,NA,29,NA,7644,30.1,27.53,15.15,-1.3,1037,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,EUR,1492.2,2171.89,1335.83,2426.14,2171.89,1335.83,836.06,FMLE,84,26,13,NA,13,NA,7644,30.1,27.53,15.15,-1.3,1037,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Israel,ISR,EUR,1492.2,2171.89,1335.83,2426.14,2171.89,1335.83,836.06,BTSX,82,25,21,NA,21,NA,7644,30.1,27.53,15.15,-1.3,1037,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,2653.87,3129.54,2417.43,3435.63,3129.54,2417.43,712.11,BTSX,82,25,26,22,26,22,60885,43.99,14.04,26.97,-0.3,1475,0.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,2653.87,3129.54,2417.43,3435.63,3129.54,2417.43,712.11,MLE,80,23,33,28,33,28,60885,43.99,14.04,26.97,-0.3,1475,0.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Italy,ITA,EUR,2653.87,3129.54,2417.43,3435.63,3129.54,2417.43,712.11,FMLE,85,27,19,16,19,16,60885,43.99,14.04,26.97,-0.3,1475,0.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,AMR,146.37,391.56,211.97,270.38,391.56,211.97,179.59,BTSX,75,22,NA,NA,NA,NA,2769,27.5,27.78,10.98,-0.5,283,1.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,AMR,146.37,391.56,211.97,270.38,391.56,211.97,179.59,MLE,71,20,NA,NA,NA,NA,2769,27.5,27.78,10.98,-0.5,283,1.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,AMR,146.37,391.56,211.97,270.38,391.56,211.97,179.59,FMLE,78,23,NA,NA,NA,NA,2769,27.5,27.78,10.98,-0.5,283,1.8
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,EMR,265.62,504.82,341.97,392.12,504.82,341.97,162.85,MLE,72,19,47,47,42,40,7009,23.06,34.13,5.3,-4,1372,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,EMR,265.62,504.82,341.97,392.12,504.82,341.97,162.85,BTSX,74,19,26,26,23,21,7009,23.06,34.13,5.3,-4,1372,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Jordan,JOR,EMR,265.62,504.82,341.97,392.12,504.82,341.97,162.85,FMLE,75,20,6,5,3,3,7009,23.06,34.13,5.3,-4,1372,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,WPR,3399.43,3174.29,2539.6,4249,3174.29,2539.6,634.69,BTSX,83,26,27,25,27,25,127000,45.53,13.12,31.92,0,1841,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,WPR,3399.43,3174.29,2539.6,4249,3174.29,2539.6,634.69,MLE,79,23,42,39,42,39,127000,45.53,13.12,31.92,0,1841,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Japan,JPN,WPR,3399.43,3174.29,2539.6,4249,3174.29,2539.6,634.69,FMLE,86,28,12,11,12,11,127000,45.53,13.12,31.92,0,1841,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,EUR,263.57,533.61,309.14,454.95,533.61,309.14,224.47,FMLE,72,18,9,6,9,6,16271,29.2,25.46,10.04,-1.1,1934,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,EUR,263.57,533.61,309.14,454.95,533.61,309.14,224.47,MLE,62,14,40,34,40,34,16271,29.2,25.46,10.04,-1.1,1934,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Kazakhstan,KAZ,EUR,263.57,533.61,309.14,454.95,533.61,309.14,224.47,BTSX,67,16,24,20,24,20,16271,29.2,25.46,10.04,-1.1,1934,0.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,AFR,14.34,77.08,30.49,36.25,77.08,30.49,46.59,BTSX,60,17,14,10,12,9,43178,18.72,42.37,4.25,-2.7,144,6.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,AFR,14.34,77.08,30.49,36.25,77.08,30.49,46.59,FMLE,61,18,1,0,0,0,43178,18.72,42.37,4.25,-2.7,144,6.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,AFR,14.34,77.08,30.49,36.25,77.08,30.49,46.59,MLE,58,16,26,20,22,17,43178,18.72,42.37,4.25,-2.7,144,6.2
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,KGZ,EUR,42.52,160.7,95.9,71.25,160.7,95.9,64.8,FMLE,72,19,2,1,2,1,5474,24.34,30.21,6.34,-1.3,942,0.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,KGZ,EUR,42.52,160.7,95.9,71.25,160.7,95.9,64.8,BTSX,69,17,23,20,23,20,5474,24.34,30.21,6.34,-1.3,942,0.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,KGZ,EUR,42.52,160.7,95.9,71.25,160.7,95.9,64.8,MLE,65,16,45,39,45,39,5474,24.34,30.21,6.34,-1.3,942,0.4
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,WPR,11.5,134.94,30.29,51.21,134.94,30.29,104.65,MLE,64,15,42,40,41,39,14865,24.1,31.23,7.67,-1.8,452,0.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,WPR,11.5,134.94,30.29,51.21,134.94,30.29,104.65,FMLE,66,17,3,3,3,3,14865,24.1,31.23,7.67,-1.8,452,0.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Cambodia,KHM,WPR,11.5,134.94,30.29,51.21,134.94,30.29,104.65,BTSX,65,16,23,22,22,21,14865,24.1,31.23,7.67,-1.8,452,0.6
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,WPR,141.64,254.51,203.64,177.02,254.51,203.64,50.87,BTSX,67,21,57,55,57,55,101,23.15,30.1,8.84,-2,22,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,WPR,141.64,254.51,203.64,177.02,254.51,203.64,50.87,FMLE,71,20,43,41,43,41,101,23.15,30.1,8.84,-2,22,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,WPR,141.64,254.51,203.64,177.02,254.51,203.64,50.87,MLE,65,22,71,70,71,70,101,23.15,30.1,8.84,-2,22,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,KNA,AMR,330.57,671.06,374.86,591.77,671.06,374.86,296.2,BTSX,74,19,7,5,7,5,54,NA,25.96,12.35,-1.9,287,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,KNA,AMR,330.57,671.06,374.86,591.77,671.06,374.86,296.2,FMLE,77,21,2,2,2,2,54,NA,25.96,12.35,-1.9,287,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,KNA,AMR,330.57,671.06,374.86,591.77,671.06,374.86,296.2,MLE,71,17,12,8,12,8,54,NA,25.96,12.35,-1.9,287,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,WPR,926.57,2180.69,1250.1,1616.32,2180.69,1250.1,930.59,BTSX,81,24,28,25,28,25,49003,38.85,15.25,16.58,-0.6,1958,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,WPR,926.57,2180.69,1250.1,1616.32,2180.69,1250.1,930.59,FMLE,84,26,7,6,7,6,49003,38.85,15.25,16.58,-0.6,1958,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,WPR,926.57,2180.69,1250.1,1616.32,2180.69,1250.1,930.59,MLE,77,21,49,44,49,44,49003,38.85,15.25,16.58,-0.6,1958,0
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,EMR,1232.96,1308.67,1075.35,1500.49,1308.67,1075.35,233.32,FMLE,80,23,4,3,2,1,3250,28.95,24.9,3.8,-3.9,1812,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,EMR,1232.96,1308.67,1075.35,1500.49,1308.67,1075.35,233.32,MLE,80,23,35,31,30,25,3250,28.95,24.9,3.8,-3.9,1812,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,EMR,1232.96,1308.67,1075.35,1500.49,1308.67,1075.35,233.32,BTSX,80,23,19,17,16,13,3250,28.95,24.9,3.8,-3.9,1812,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lao,LAO,WPR,18.11,77.94,38.42,36.74,77.94,38.42,39.52,BTSX,68,17,28,23,25,20,6646,21.02,35.61,5.76,-1.9,435,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lao,LAO,WPR,18.11,77.94,38.42,36.74,77.94,38.42,39.52,MLE,66,16,51,43,47,38,6646,21.02,35.61,5.76,-1.9,435,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lao,LAO,WPR,18.11,77.94,38.42,36.74,77.94,38.42,39.52,FMLE,69,18,4,3,3,2,6646,21.02,35.61,5.76,-1.9,435,0.3
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,EMR,158.65,923.79,235.61,622.03,923.79,235.61,688.18,FMLE,76,20,31,31,31,31,4647,29.4,21.64,12.03,-3.7,2138,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,EMR,158.65,923.79,235.61,622.03,923.79,235.61,688.18,BTSX,74,18,39,37,38,36,4647,29.4,21.64,12.03,-3.7,2138,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,EMR,158.65,923.79,235.61,622.03,923.79,235.61,688.18,MLE,72,17,46,43,46,42,4647,29.4,21.64,12.03,-3.7,2138,0.1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,AFR,17.34,112.42,35.52,54.9,112.42,35.52,76.9,MLE,58,15,14,12,11,8,4190,18.43,43.06,4.76,-2.7,113,1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,AFR,17.34,112.42,35.52,54.9,112.42,35.52,76.9,FMLE,60,16,NA,NA,NA,NA,4190,18.43,43.06,4.76,-2.7,113,1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Liberia,LBR,AFR,17.34,112.42,35.52,54.9,112.42,35.52,76.9,BTSX,59,16,NA,NA,NA,NA,4190,18.43,43.06,4.76,-2.7,113,1
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Libyan Arab Jamahiriya,LBY,EMR,273.72,340.81,234.46,397.88,340.81,234.46,106.35,FMLE,74,21,0,0,0,0,6155,26.25,29.45,6.96,-0.8,818,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Libyan Arab Jamahiriya,LBY,EMR,273.72,340.81,234.46,397.88,340.81,234.46,106.35,MLE,58,17,47,45,42,39,6155,26.25,29.45,6.96,-0.8,818,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Libyan Arab Jamahiriya,LBY,EMR,273.72,340.81,234.46,397.88,340.81,234.46,106.35,BTSX,65,19,24,23,21,20,6155,26.25,29.45,6.96,-0.8,818,NA
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
